Long,Lat
-58.1339,-43.0000
-57.4987,-45.0000
-57.5000,-46.2500
-57.4741,-47.5000
-57.5000,-48.7500
-57.5255,-50.0000
-57.5000,-51.2500
-57.5014,-52.5000
-57.5000,-53.7500
-57.5317,-55.0000
-57.5000,-56.2500
-57.4770,-57.5000
-57.5000,-58.7500
-57.4885,-60.0000
-57.5000,-61.2500
-60.0000,-62.5000
-62.5000,-63.7500
-65.0000,-65.0000
-66.2500,-65.6250
-66.6667,-66.2500
-66.8750,-66.5625
-66.8750,-66.8750
-66.8750,-67.1875
-67.5000,-67.5000
-68.1250,-67.8125
-68.7500,-68.1250
-69.2436,-68.3892
