Long,Lat
-129.0000,-58.0000
-125.0000,-59.0762
-120.9974,-60.0000
-120.0000,-60.1890
-115.0000,-61.0118
-110.0000,-61.6433
-105.0000,-62.0963
-100.0000,-62.3800
-95.0000,-62.5000
-90.0000,-62.5803
-85.0000,-62.5000
-80.0000,-62.1194
-75.0000,-61.5687
-70.0000,-60.8375
-65.4367,-60.0000
-65.0000,-59.8969
-60.0000,-58.5928
-58.0000,-58.0000
